*** Start ***
*** SYS ARGS ***
Monte carlo runs       N : 5
Sensor row length    s_n : 14
Sensor row spacing   s_d : 20 m
Sampling period        T : 250 s
>> BEGINNING MC
>> MC0
*** Initializing sensors ***
*** Initializing grid ***
Grid dimensions: (260, 260) m
>> Sensor 139 sampling
>> Sensor 140 sampling
>> Sensor 141 sampling
>> Sensor 142 sampling
>> Sensor 143 sampling
>> Sensor 144 sampling
>> Sensor 145 sampling
>> Sensor 146 sampling
>> Sensor 147 sampling
>> Sensor 148 sampling
>> Sensor 149 sampling
>> Sensor 150 sampling
>> Sensor 151 sampling
>> Sensor 152 sampling
>> Sensor 153 sampling
>> Sensor 154 sampling
>> Sensor 155 sampling
>> Sensor 156 sampling
>> Sensor 157 sampling
>> Sensor 158 sampling
>> Sensor 159 sampling
>> Sensor 160 sampling
>> Sensor 161 sampling
>> Sensor 162 sampling
>> Sensor 163 sampling
>> Sensor 164 sampling
>> Sensor 165 sampling
>> Sensor 166 sampling
>> Sensor 167 sampling
>> Sensor 168 sampling
>> Sensor 169 sampling
>> Sensor 170 sampling
>> Sensor 171 sampling
>> Sensor 172 sampling
>> Sensor 173 sampling
>> Sensor 174 sampling
>> Sensor 175 sampling
>> Sensor 176 sampling
>> Sensor 177 sampling
>> Sensor 178 sampling
>> Sensor 179 sampling
>> Sensor 180 sampling
>> Sensor 181 sampling
>> Sensor 182 sampling
>> Sensor 183 sampling
>> Sensor 184 sampling
>> Sensor 185 sampling
>> Sensor 186 sampling
>> Sensor 187 sampling
>> Sensor 188 sampling
>> Sensor 189 sampling
>> Sensor 190 sampling
>> Sensor 191 sampling
>> Sensor 192 sampling
>> Sensor 193 sampling
>> Sensor 194 sampling
>> Sensor 195 sampling
>> t=229
>> Sensor 0 sampling
>> Sensor 1 sampling
>> Sensor 2 sampling
>> Sensor 3 sampling
>> Sensor 4 sampling
>> Sensor 5 sampling
>> Sensor 6 sampling
>> Sensor 7 sampling
>> Sensor 8 sampling
>> Sensor 9 sampling
>> Sensor 10 sampling
>> Sensor 11 sampling
>> Sensor 12 sampling
>> Sensor 13 sampling
>> Sensor 14 sampling
>> Sensor 15 sampling
>> Sensor 16 sampling
>> Sensor 17 sampling
>> Sensor 18 sampling
>> Sensor 19 sampling
>> Sensor 20 sampling
>> Sensor 21 sampling
>> Sensor 22 sampling
>> Sensor 23 sampling
>> Sensor 24 sampling
>> Sensor 25 sampling
>> Sensor 26 sampling
>> Sensor 27 sampling
>> Sensor 28 sampling
>> Sensor 29 sampling
>> Sensor 30 sampling
>> Sensor 31 sampling
>> Sensor 32 sampling
>> Sensor 33 sampling
>> Sensor 34 sampling
>> Sensor 35 sampling
>> Sensor 36 sampling
>> Sensor 37 sampling
>> Sensor 38 sampling
>> Sensor 39 sampling
>> Sensor 40 sampling
>> Sensor 41 sampling
>> Sensor 42 sampling
>> Sensor 43 sampling
>> Sensor 44 sampling
>> Sensor 45 sampling
>> Sensor 46 sampling
>> Sensor 47 sampling
>> Sensor 48 sampling
>> Sensor 49 sampling
>> Sensor 50 sampling
>> Sensor 51 sampling
>> Sensor 52 sampling
>> Sensor 53 sampling
>> Sensor 54 sampling
>> Sensor 55 sampling
>> Sensor 56 sampling
>> Sensor 57 sampling
>> Sensor 58 sampling
>> Sensor 59 sampling
>> Sensor 60 sampling
>> Sensor 61 sampling
>> Sensor 62 sampling
>> Sensor 63 sampling
>> Sensor 64 sampling
>> Sensor 65 sampling
>> Sensor 66 sampling
>> Sensor 67 sampling
>> Sensor 68 sampling
>> Sensor 69 sampling
>> Sensor 70 sampling
>> Sensor 71 sampling
>> Sensor 72 sampling
>> Sensor 73 sampling
>> Sensor 74 sampling
>> Sensor 75 sampling
>> Sensor 76 sampling
>> Sensor 77 sampling
>> Sensor 78 sampling
>> Sensor 79 sampling
>> Sensor 80 sampling
>> Sensor 81 sampling
>> Sensor 82 sampling
>> Sensor 83 sampling
>> Sensor 84 sampling
>> Sensor 85 sampling
>> Sensor 86 sampling
>> Sensor 87 sampling
>> Sensor 88 sampling
>> Sensor 89 sampling
>> Sensor 90 sampling
>> Sensor 91 sampling
>> Sensor 92 sampling
>> Sensor 93 sampling
>> Sensor 94 sampling
>> Sensor 95 sampling
>> Sensor 96 sampling
>> Sensor 97 sampling
>> Sensor 98 sampling
>> Sensor 99 sampling
>> Sensor 100 sampling
>> Sensor 101 sampling
>> Sensor 102 sampling
>> Sensor 103 sampling
>> Sensor 104 sampling
>> Sensor 105 sampling
>> Sensor 106 sampling
>> Sensor 107 sampling
>> Sensor 108 sampling
>> Sensor 109 sampling
>> Sensor 110 sampling
>> Sensor 111 sampling
>> Sensor 112 sampling
>> Sensor 113 sampling
>> Sensor 114 sampling
>> Sensor 115 sampling
>> Sensor 116 sampling
>> Sensor 117 sampling
>> Sensor 118 sampling
>> Sensor 119 sampling
>> Sensor 120 sampling
>> Sensor 121 sampling
>> Sensor 122 sampling
>> Sensor 123 sampling
>> Sensor 124 sampling
>> Sensor 125 sampling
>> Sensor 126 sampling
>> Sensor 127 sampling
>> Sensor 128 sampling
>> Sensor 129 sampling
>> Sensor 130 sampling
>> Sensor 131 sampling
>> Sensor 132 sampling
>> Sensor 133 sampling
>> Sensor 134 sampling
>> Sensor 135 sampling
>> Sensor 136 sampling
>> Sensor 137 sampling
>> Sensor 138 sampling
>> Sensor 139 sampling
>> Sensor 140 sampling
>> Sensor 141 sampling
>> Sensor 142 sampling
>> Sensor 143 sampling
>> Sensor 144 sampling
>> Sensor 145 sampling
>> Sensor 146 sampling
>> Sensor 147 sampling
>> Sensor 148 sampling
>> Sensor 149 sampling
>> Sensor 150 sampling
>> Sensor 151 sampling
>> Sensor 152 sampling
>> Sensor 153 sampling
>> Sensor 154 sampling
>> Sensor 155 sampling
>> Sensor 156 sampling
>> Sensor 157 sampling
>> Sensor 158 sampling
>> Sensor 159 sampling
>> Sensor 160 sampling
>> Sensor 161 sampling
>> Sensor 162 sampling
>> Sensor 163 sampling
>> Sensor 164 sampling
>> Sensor 165 sampling
>> Sensor 166 sampling
>> Sensor 167 sampling
>> Sensor 168 sampling
>> Sensor 169 sampling
>> Sensor 170 sampling
>> Sensor 171 sampling
>> Sensor 172 sampling
>> Sensor 173 sampling
>> Sensor 174 sampling
>> Sensor 175 sampling
>> Sensor 176 sampling
>> Sensor 177 sampling
>> Sensor 178 sampling
>> Sensor 179 sampling
>> Sensor 180 sampling
>> Sensor 181 sampling
>> Sensor 182 sampling
>> Sensor 183 sampling
>> Sensor 184 sampling
>> Sensor 185 sampling
>> Sensor 186 sampling
>> Sensor 187 sampling
>> Sensor 188 sampling
>> Sensor 189 sampling
>> Sensor 190 sampling
>> Sensor 191 sampling
>> Sensor 192 sampling
>> Sensor 193 sampling
>> Sensor 194 sampling
>> Sensor 195 sampling
>> t=230
>> Sensor 0 sampling
>> Sensor 1 sampling
>> Sensor 2 sampling
>> Sensor 3 sampling
>> Sensor 4 sampling
>> Sensor 5 sampling
>> Sensor 6 sampling
>> Sensor 7 sampling
>> Sensor 8 sampling
>> Sensor 9 sampling
>> Sensor 10 sampling
>> Sensor 11 sampling
>> Sensor 12 sampling
>> Sensor 13 sampling
>> Sensor 14 sampling
>> Sensor 15 sampling
>> Sensor 16 sampling
>> Sensor 17 sampling
>> Sensor 18 sampling
>> Sensor 19 sampling
>> Sensor 20 sampling
>> Sensor 21 sampling
>> Sensor 22 sampling
>> Sensor 23 sampling
>> Sensor 24 sampling
>> Sensor 25 sampling
>> Sensor 26 sampling
>> Sensor 27 sampling
>> Sensor 28 sampling
>> Sensor 29 sampling
>> Sensor 30 sampling
>> Sensor 31 sampling
>> Sensor 32 sampling
>> Sensor 33 sampling
>> Sensor 34 sampling
>> Sensor 35 sampling
>> Sensor 36 sampling
>> Sensor 37 sampling
>> Sensor 38 sampling
>> Sensor 39 sampling
>> Sensor 40 sampling
>> Sensor 41 sampling
>> Sensor 42 sampling
>> Sensor 43 sampling
>> Sensor 44 sampling
>> Sensor 45 sampling
>> Sensor 46 sampling
>> Sensor 47 sampling
>> Sensor 48 sampling
>> Sensor 49 sampling
>> Sensor 50 sampling
>> Sensor 51 sampling
>> Sensor 52 sampling
>> Sensor 53 sampling
>> Sensor 54 sampling
>> Sensor 55 sampling
>> Sensor 56 sampling
>> Sensor 57 sampling
>> Sensor 58 sampling
>> Sensor 59 sampling
>> Sensor 60 sampling
>> Sensor 61 sampling
>> Sensor 62 sampling
>> Sensor 63 sampling
>> Sensor 64 sampling
>> Sensor 65 sampling
>> Sensor 66 sampling
>> Sensor 67 sampling
>> Sensor 68 sampling
>> Sensor 69 sampling
>> Sensor 70 sampling
>> Sensor 71 sampling
>> Sensor 72 sampling
>> Sensor 73 sampling
>> Sensor 74 sampling
>> Sensor 75 sampling
>> Sensor 76 sampling
>> Sensor 77 sampling
>> Sensor 78 sampling
>> Sensor 79 sampling
>> Sensor 80 sampling
>> Sensor 81 sampling
>> Sensor 82 sampling
>> Sensor 83 sampling
>> Sensor 84 sampling
>> Sensor 85 sampling
>> Sensor 86 sampling
>> Sensor 87 sampling
>> Sensor 88 sampling
>> Sensor 89 sampling
>> Sensor 90 sampling
>> Sensor 91 sampling
>> Sensor 92 sampling
>> Sensor 93 sampling
>> Sensor 94 sampling
>> Sensor 95 sampling
>> Sensor 96 sampling
>> Sensor 97 sampling
>> Sensor 98 sampling
>> Sensor 99 sampling
>> Sensor 100 sampling
>> Sensor 101 sampling
>> Sensor 102 sampling
>> Sensor 103 sampling
>> Sensor 104 sampling
>> Sensor 105 sampling
>> Sensor 106 sampling
>> Sensor 107 sampling
>> Sensor 108 sampling
>> Sensor 109 sampling
>> Sensor 110 sampling
>> Sensor 111 sampling
>> Sensor 112 sampling
>> Sensor 113 sampling
>> Sensor 114 sampling
>> Sensor 115 sampling
>> Sensor 116 sampling
>> Sensor 117 sampling
>> Sensor 118 sampling
>> Sensor 119 sampling
>> Sensor 120 sampling
>> Sensor 121 sampling
>> Sensor 122 sampling
>> Sensor 123 sampling
>> Sensor 124 sampling
>> Sensor 125 sampling
>> Sensor 126 sampling
>> Sensor 127 sampling
>> Sensor 128 sampling
>> Sensor 129 sampling
>> Sensor 130 sampling
>> Sensor 131 sampling
>> Sensor 132 sampling
>> Sensor 133 sampling
>> Sensor 134 sampling
>> Sensor 135 sampling
>> Sensor 136 sampling
>> Sensor 137 sampling
>> Sensor 138 sampling
>> Sensor 139 sampling
>> Sensor 140 sampling
>> Sensor 141 sampling
>> Sensor 142 sampling
>> Sensor 143 sampling
>> Sensor 144 sampling
>> Sensor 145 sampling
>> Sensor 146 sampling
>> Sensor 147 sampling
>> Sensor 148 sampling
>> Sensor 149 sampling
>> Sensor 150 sampling
>> Sensor 151 sampling
>> Sensor 152 sampling
>> Sensor 153 sampling
>> Sensor 154 sampling
>> Sensor 155 sampling
>> Sensor 156 sampling
>> Sensor 157 sampling
>> Sensor 158 sampling
>> Sensor 159 sampling
>> Sensor 160 sampling
>> Sensor 161 sampling
>> Sensor 162 sampling
>> Sensor 163 sampling
>> Sensor 164 sampling
>> Sensor 165 sampling
>> Sensor 166 sampling
>> Sensor 167 sampling
>> Sensor 168 sampling
>> Sensor 169 sampling
>> Sensor 170 sampling
>> Sensor 171 sampling
>> Sensor 172 sampling
>> Sensor 173 sampling
>> Sensor 174 sampling
>> Sensor 175 sampling
>> Sensor 176 sampling
>> Sensor 177 sampling
>> Sensor 178 sampling
>> Sensor 179 sampling
>> Sensor 180 sampling
>> Sensor 181 sampling
>> Sensor 182 sampling
>> Sensor 183 sampling
>> Sensor 184 sampling
>> Sensor 185 sampling
>> Sensor 186 sampling
>> Sensor 187 sampling
>> Sensor 188 sampling
>> Sensor 189 sampling
>> Sensor 190 sampling
>> Sensor 191 sampling
>> Sensor 192 sampling
>> Sensor 193 sampling
>> Sensor 194 sampling
>> Sensor 195 sampling
>> t=231
>> Sensor 0 sampling
>> Sensor 1 sampling
>> Sensor 2 sampling
>> Sensor 3 sampling
>> Sensor 4 sampling
>> Sensor 5 sampling
>> Sensor 6 sampling
>> Sensor 7 sampling
>> Sensor 8 sampling
>> Sensor 9 sampling
>> Sensor 10 sampling
>> Sensor 11 sampling
>> Sensor 12 sampling
>> Sensor 13 sampling
>> Sensor 14 sampling
>> Sensor 15 sampling
>> Sensor 16 sampling
>> Sensor 17 sampling
>> Sensor 18 sampling
>> Sensor 19 sampling
>> Sensor 20 sampling
>> Sensor 21 sampling
>> Sensor 22 sampling
>> Sensor 23 sampling
>> Sensor 24 sampling
>> Sensor 25 sampling
>> Sensor 26 sampling
>> Sensor 27 sampling
>> Sensor 28 sampling
>> Sensor 29 sampling
>> Sensor 30 sampling
>> Sensor 31 sampling
>> Sensor 32 sampling
>> Sensor 33 sampling
>> Sensor 34 sampling
>> Sensor 35 sampling
>> Sensor 36 sampling
>> Sensor 37 sampling
>> Sensor 38 sampling
>> Sensor 39 sampling
>> Sensor 40 sampling
>> Sensor 41 sampling
>> Sensor 42 sampling
>> Sensor 43 sampling
>> Sensor 44 sampling
>> Sensor 45 sampling
>> Sensor 46 sampling
>> Sensor 47 sampling
>> Sensor 48 sampling
>> Sensor 49 sampling
>> Sensor 50 sampling
>> Sensor 51 sampling
>> Sensor 52 sampling
>> Sensor 53 sampling
>> Sensor 54 sampling
>> Sensor 55 sampling
>> Sensor 56 sampling
>> Sensor 57 sampling
>> Sensor 58 sampling
>> Sensor 59 sampling
>> Sensor 60 sampling
>> Sensor 61 sampling
>> Sensor 62 sampling
>> Sensor 63 sampling
>> Sensor 64 sampling
>> Sensor 65 sampling
>> Sensor 66 sampling
>> Sensor 67 sampling
>> Sensor 68 sampling
>> Sensor 69 sampling
>> Sensor 70 sampling
>> Sensor 71 sampling
>> Sensor 72 sampling
>> Sensor 73 sampling
>> Sensor 74 sampling
>> Sensor 75 sampling
>> Sensor 76 sampling
>> Sensor 77 sampling
>> Sensor 78 sampling
>> Sensor 79 sampling
>> Sensor 80 sampling
>> Sensor 81 sampling
>> Sensor 82 sampling
>> Sensor 83 sampling
>> Sensor 84 sampling
>> Sensor 85 sampling
>> Sensor 86 sampling
>> Sensor 87 sampling
>> Sensor 88 sampling
>> Sensor 89 sampling
>> Sensor 90 sampling
>> Sensor 91 sampling
>> Sensor 92 sampling
>> Sensor 93 sampling
>> Sensor 94 sampling
>> Sensor 95 sampling
>> Sensor 96 sampling
>> Sensor 97 sampling
>> Sensor 98 sampling
>> Sensor 99 sampling
>> Sensor 100 sampling
>> Sensor 101 sampling
>> Sensor 102 sampling
>> Sensor 103 sampling
>> Sensor 104 sampling
>> Sensor 105 sampling
>> Sensor 106 sampling
>> Sensor 107 sampling
>> Sensor 108 sampling
>> Sensor 109 sampling
>> Sensor 110 sampling
>> Sensor 111 sampling
>> Sensor 112 sampling
>> Sensor 113 sampling
>> Sensor 114 sampling
>> Sensor 115 sampling
>> Sensor 116 sampling
>> Sensor 117 sampling
>> Sensor 118 sampling
>> Sensor 119 sampling
>> Sensor 120 sampling
>> Sensor 121 sampling
>> Sensor 122 sampling
>> Sensor 123 sampling
>> Sensor 124 sampling
>> Sensor 125 sampling
>> Sensor 126 sampling
>> Sensor 127 sampling
>> Sensor 128 sampling
>> Sensor 129 sampling
>> Sensor 130 sampling
>> Sensor 131 sampling
>> Sensor 132 sampling
>> Sensor 133 sampling
>> Sensor 134 sampling
>> Sensor 135 sampling
>> Sensor 136 sampling
>> Sensor 137 sampling
>> Sensor 138 sampling
>> Sensor 139 sampling
>> Sensor 140 sampling
>> Sensor 141 sampling
>> Sensor 142 sampling
>> Sensor 143 sampling
>> Sensor 144 sampling
>> Sensor 145 sampling
>> Sensor 146 sampling
>> Sensor 147 sampling
>> Sensor 148 sampling
>> Sensor 149 sampling
>> Sensor 150 sampling
>> Sensor 151 sampling
>> Sensor 152 sampling
>> Sensor 153 sampling
>> Sensor 154 sampling
>> Sensor 155 sampling
>> Sensor 156 sampling
>> Sensor 157 sampling
>> Sensor 158 sampling
>> Sensor 159 sampling
>> Sensor 160 sampling
>> Sensor 161 sampling
>> Sensor 162 sampling
>> Sensor 163 sampling
>> Sensor 164 sampling
>> Sensor 165 sampling
>> Sensor 166 sampling
>> Sensor 167 sampling
>> Sensor 168 sampling
>> Sensor 169 sampling
>> Sensor 170 sampling
>> Sensor 171 sampling
>> Sensor 172 sampling
>> Sensor 173 sampling
>> Sensor 174 sampling
>> Sensor 175 sampling
>> Sensor 176 sampling
>> Sensor 177 sampling
>> Sensor 178 sampling
>> Sensor 179 sampling
>> Sensor 180 sampling
>> Sensor 181 sampling
>> Sensor 182 sampling
>> Sensor 183 sampling
>> Sensor 184 sampling
>> Sensor 185 sampling
>> Sensor 186 sampling
>> Sensor 187 sampling
>> Sensor 188 sampling
>> Sensor 189 sampling
>> Sensor 190 sampling
>> Sensor 191 sampling
>> Sensor 192 sampling
>> Sensor 193 sampling
>> Sensor 194 sampling
>> Sensor 195 sampling
>> t=232
>> Sensor 0 sampling
>> Sensor 1 sampling
>> Sensor 2 sampling
>> Sensor 3 sampling
>> Sensor 4 sampling
>> Sensor 5 sampling
>> Sensor 6 sampling
>> Sensor 7 sampling
>> Sensor 8 sampling
>> Sensor 9 sampling
>> Sensor 10 sampling
>> Sensor 11 sampling
>> Sensor 12 sampling
>> Sensor 13 sampling
>> Sensor 14 sampling
>> Sensor 15 sampling
>> Sensor 16 sampling
>> Sensor 17 sampling
>> Sensor 18 sampling
>> Sensor 19 sampling
>> Sensor 20 sampling
>> Sensor 21 sampling
>> Sensor 22 sampling
>> Sensor 23 sampling
>> Sensor 24 sampling
>> Sensor 25 sampling
>> Sensor 26 sampling
>> Sensor 27 sampling
>> Sensor 28 sampling
>> Sensor 29 sampling
>> Sensor 30 sampling
>> Sensor 31 sampling
>> Sensor 32 sampling
>> Sensor 33 sampling
>> Sensor 34 sampling
>> Sensor 35 sampling
>> Sensor 36 sampling
>> Sensor 37 sampling
>> Sensor 38 sampling
>> Sensor 39 sampling
>> Sensor 40 sampling
>> Sensor 41 sampling
>> Sensor 42 sampling
>> Sensor 43 sampling
>> Sensor 44 sampling
>> Sensor 45 sampling
>> Sensor 46 sampling
>> Sensor 47 sampling
>> Sensor 48 sampling
>> Sensor 49 sampling
>> Sensor 50 sampling
>> Sensor 51 sampling
>> Sensor 52 sampling
>> Sensor 53 sampling
>> Sensor 54 sampling
>> Sensor 55 sampling
>> Sensor 56 sampling
>> Sensor 57 sampling
>> Sensor 58 sampling
>> Sensor 59 sampling
>> Sensor 60 sampling
>> Sensor 61 sampling
>> Sensor 62 sampling
>> Sensor 63 sampling
>> Sensor 64 sampling
>> Sensor 65 sampling
>> Sensor 66 sampling
>> Sensor 67 sampling
>> Sensor 68 sampling
>> Sensor 69 sampling
>> Sensor 70 sampling
>> Sensor 71 sampling
>> Sensor 72 sampling
>> Sensor 73 sampling
>> Sensor 74 sampling
>> Sensor 75 sampling
>> Sensor 76 sampling
>> Sensor 77 sampling
>> Sensor 78 sampling
>> Sensor 79 sampling
>> Sensor 80 sampling
>> Sensor 81 sampling
>> Sensor 82 sampling
>> Sensor 83 sampling
>> Sensor 84 sampling
>> Sensor 85 sampling
>> Sensor 86 sampling
>> Sensor 87 sampling
>> Sensor 88 sampling
>> Sensor 89 sampling
>> Sensor 90 sampling
>> Sensor 91 sampling
>> Sensor 92 sampling
>> Sensor 93 sampling
>> Sensor 94 sampling
>> Sensor 95 sampling
>> Sensor 96 sampling
>> Sensor 97 sampling
>> Sensor 98 sampling
>> Sensor 99 sampling
>> Sensor 100 sampling
>> Sensor 101 sampling
>> Sensor 102 sampling
>> Sensor 103 sampling
>> Sensor 104 sampling
>> Sensor 105 sampling
>> Sensor 106 sampling
>> Sensor 107 sampling
>> Sensor 108 sampling
>> Sensor 109 sampling
>> Sensor 110 sampling
>> Sensor 111 sampling
>> Sensor 112 sampling
>> Sensor 113 sampling
>> Sensor 114 sampling
>> Sensor 115 sampling
>> Sensor 116 sampling
>> Sensor 117 sampling
>> Sensor 118 sampling
>> Sensor 119 sampling
>> Sensor 120 sampling
>> Sensor 121 sampling
>> Sensor 122 sampling
>> Sensor 123 sampling
>> Sensor 124 sampling
>> Sensor 125 sampling
>> Sensor 126 sampling
>> Sensor 127 sampling
>> Sensor 128 sampling
>> Sensor 129 sampling
>> Sensor 130 sampling
>> Sensor 131 sampling
>> Sensor 132 sampling
>> Sensor 133 sampling
>> Sensor 134 sampling
>> Sensor 135 sampling
>> Sensor 136 sampling
>> Sensor 137 sampling
>> Sensor 138 sampling
>> Sensor 139 sampling
>> Sensor 140 sampling
>> Sensor 141 sampling
>> Sensor 142 sampling
>> Sensor 143 sampling
>> Sensor 144 sampling
>> Sensor 145 sampling
>> Sensor 146 sampling
>> Sensor 147 sampling
>> Sensor 148 sampling
>> Sensor 149 sampling
>> Sensor 150 sampling
>> Sensor 151 sampling
>> Sensor 152 sampling
>> Sensor 153 sampling
>> Sensor 154 sampling
>> Sensor 155 sampling
>> Sensor 156 sampling
>> Sensor 157 sampling
>> Sensor 158 sampling
>> Sensor 159 sampling
>> Sensor 160 sampling
>> Sensor 161 sampling
>> Sensor 162 sampling
>> Sensor 163 sampling
>> Sensor 164 sampling
>> Sensor 165 sampling
>> Sensor 166 sampling
>> Sensor 167 sampling
>> Sensor 168 sampling
>> Sensor 169 sampling
>> Sensor 170 sampling
>> Sensor 171 sampling
>> Sensor 172 sampling
>> Sensor 173 sampling
>> Sensor 174 sampling
>> Sensor 175 sampling
>> Sensor 176 sampling
>> Sensor 177 sampling
>> Sensor 178 sampling
>> Sensor 179 sampling
>> Sensor 180 sampling
>> Sensor 181 sampling
>> Sensor 182 sampling
>> Sensor 183 sampling
>> Sensor 184 sampling
>> Sensor 185 sampling
>> Sensor 186 sampling
>> Sensor 187 sampling
>> Sensor 188 sampling
>> Sensor 189 sampling
>> Sensor 190 sampling
>> Sensor 191 sampling
>> Sensor 192 sampling
>> Sensor 193 sampling
>> Sensor 194 sampling
>> Sensor 195 sampling
>> t=233
>> Sensor 0 sampling
>> Sensor 1 sampling
>> Sensor 2 sampling
>> Sensor 3 sampling
>> Sensor 4 sampling
>> Sensor 5 sampling
>> Sensor 6 sampling
>> Sensor 7 sampling
>> Sensor 8 sampling
>> Sensor 9 sampling
>> Sensor 10 sampling
>> Sensor 11 sampling
>> Sensor 12 sampling
>> Sensor 13 sampling
>> Sensor 14 sampling
>> Sensor 15 sampling
>> Sensor 16 sampling
>> Sensor 17 sampling
>> Sensor 18 sampling
>> Sensor 19 sampling
>> Sensor 20 sampling
>> Sensor 21 sampling
>> Sensor 22 sampling
>> Sensor 23 sampling
>> Sensor 24 sampling
>> Sensor 25 sampling
>> Sensor 26 sampling
>> Sensor 27 sampling
>> Sensor 28 sampling
>> Sensor 29 sampling
>> Sensor 30 sampling
>> Sensor 31 sampling
>> Sensor 32 sampling
>> Sensor 33 sampling
>> Sensor 34 sampling
>> Sensor 35 sampling
>> Sensor 36 sampling
>> Sensor 37 sampling
>> Sensor 38 sampling
>> Sensor 39 sampling
>> Sensor 40 sampling
>> Sensor 41 sampling
>> Sensor 42 sampling
>> Sensor 43 sampling
>> Sensor 44 sampling
>> Sensor 45 sampling
>> Sensor 46 sampling
>> Sensor 47 sampling
>> Sensor 48 sampling
>> Sensor 49 sampling
>> Sensor 50 sampling
>> Sensor 51 sampling
>> Sensor 52 sampling
>> Sensor 53 sampling
>> Sensor 54 sampling
>> Sensor 55 sampling
>> Sensor 56 sampling
>> Sensor 57 sampling
>> Sensor 58 sampling
>> Sensor 59 sampling
>> Sensor 60 sampling
>> Sensor 61 sampling
>> Sensor 62 sampling
>> Sensor 63 sampling
>> Sensor 64 sampling
>> Sensor 65 sampling
>> Sensor 66 sampling
>> Sensor 67 sampling
>> Sensor 68 sampling
>> Sensor 69 sampling
>> Sensor 70 sampling
>> Sensor 71 sampling
>> Sensor 72 sampling
>> Sensor 73 sampling
>> Sensor 74 sampling
>> Sensor 75 sampling
>> Sensor 76 sampling
>> Sensor 77 sampling
>> Sensor 78 sampling
>> Sensor 79 sampling
>> Sensor 80 sampling
>> Sensor 81 sampling
>> Sensor 82 sampling
>> Sensor 83 sampling
>> Sensor 84 sampling
>> Sensor 85 sampling
>> Sensor 86 sampling
>> Sensor 87 sampling
>> Sensor 88 sampling
>> Sensor 89 sampling
>> Sensor 90 sampling
>> Sensor 91 sampling
>> Sensor 92 sampling
>> Sensor 93 sampling
>> Sensor 94 sampling
>> Sensor 95 sampling
>> Sensor 96 sampling
>> Sensor 97 sampling
>> Sensor 98 sampling
>> Sensor 99 sampling
>> Sensor 100 sampling
>> Sensor 101 sampling
>> Sensor 102 sampling
>> Sensor 103 sampling
>> Sensor 104 sampling
>> Sensor 105 sampling
>> Sensor 106 sampling
>> Sensor 107 sampling
>> Sensor 108 sampling
>> Sensor 109 sampling
>> Sensor 110 sampling
>> Sensor 111 sampling
>> Sensor 112 sampling
>> Sensor 113 sampling
>> Sensor 114 sampling
>> Sensor 115 sampling
>> Sensor 116 sampling
>> Sensor 117 sampling
>> Sensor 118 sampling
>> Sensor 119 sampling
>> Sensor 120 sampling
>> Sensor 121 sampling
>> Sensor 122 sampling
>> Sensor 123 sampling
>> Sensor 124 sampling
>> Sensor 125 sampling
>> Sensor 126 sampling
>> Sensor 127 sampling
>> Sensor 128 sampling
>> Sensor 129 sampling
>> Sensor 130 sampling
>> Sensor 131 sampling
>> Sensor 132 sampling
>> Sensor 133 sampling
>> Sensor 134 sampling
>> Sensor 135 sampling
>> Sensor 136 sampling
>> Sensor 137 sampling
>> Sensor 138 sampling
>> Sensor 139 sampling
>> Sensor 140 sampling
>> Sensor 141 sampling
>> Sensor 142 sampling
>> Sensor 143 sampling
>> Sensor 144 sampling
>> Sensor 145 sampling
>> Sensor 146 sampling
>> Sensor 147 sampling
>> Sensor 148 sampling
>> Sensor 149 sampling
>> Sensor 150 sampling
>> Sensor 151 sampling
>> Sensor 152 sampling
>> Sensor 153 sampling
>> Sensor 154 sampling
>> Sensor 155 sampling
>> Sensor 156 sampling
>> Sensor 157 sampling
>> Sensor 158 sampling
>> Sensor 159 sampling
>> Sensor 160 sampling
>> Sensor 161 sampling
>> Sensor 162 sampling
>> Sensor 163 sampling
>> Sensor 164 sampling
>> Sensor 165 sampling
>> Sensor 166 sampling
>> Sensor 167 sampling
>> Sensor 168 sampling
>> Sensor 169 sampling
>> Sensor 170 sampling
>> Sensor 171 sampling
>> Sensor 172 sampling
>> Sensor 173 sampling
>> Sensor 174 sampling
>> Sensor 175 sampling
>> Sensor 176 sampling
>> Sensor 177 sampling
>> Sensor 178 sampling
>> Sensor 179 sampling
>> Sensor 180 sampling
>> Sensor 181 sampling
>> Sensor 182 sampling
>> Sensor 183 sampling
>> Sensor 184 sampling
>> Sensor 185 sampling
>> Sensor 186 sampling
>> Sensor 187 sampling
>> Sensor 188 sampling
>> Sensor 189 sampling
>> Sensor 190 sampling
>> Sensor 191 sampling
>> Sensor 192 sampling
>> Sensor 193 sampling
>> Sensor 194 sampling
>> Sensor 195 sampling
>> t=234
>> Sensor 0 sampling
>> Sensor 1 sampling
>> Sensor 2 sampling
>> Sensor 3 sampling
>> Sensor 4 sampling
>> Sensor 5 sampling
>> Sensor 6 sampling
>> Sensor 7 sampling
>> Sensor 8 sampling
>> Sensor 9 sampling
>> Sensor 10 sampling
>> Sensor 11 sampling
>> Sensor 12 sampling
>> Sensor 13 sampling
>> Sensor 14 sampling
>> Sensor 15 sampling
>> Sensor 16 sampling
>> Sensor 17 sampling
>> Sensor 18 sampling
>> Sensor 19 sampling
>> Sensor 20 sampling
>> Sensor 21 sampling
>> Sensor 22 sampling
>> Sensor 23 sampling
>> Sensor 24 sampling
>> Sensor 25 sampling
